lb,eigmin,depth,density,nbnegeig,nbcuts,nbsoccuts,cpuit,cpu,status,cuttype,gc,cpub
-1048.0,-1.5657820083592742,-9.979589639537192,95,14,1,0,0.005198955535888672,0.007819890975952148,0,EIG-0,0,0.018992900848388672
-1048.0,-2.1314593188539015,-16.955221435559157,95,18,1,0,0.003114938735961914,0.013641834259033203,0,EIG-0,0.0,
-1048.0,-2.2416166359679726,-18.667562297699142,95,18,1,0,0.0036759376525878906,0.020025968551635742,0,EIG-0,0.0,
-1048.0,-2.2215827369212904,-19.12435931906965,95,18,1,0,0.004527091979980469,0.027245044708251953,0,EIG-0,0.0,
-1048.0,-2.4828476590216204,-20.350373973167116,95,17,1,0,0.006829023361206055,0.036756038665771484,0,EIG-0,0.0,
-1037.244008116507,-2.5100204886144186,-20.423900369007164,95,17,1,0,0.014194011688232422,0.05364799499511719,0,EIG-0,0.05158749104775808,
-1024.8804990565889,-2.2971727279305107,-20.198434027742017,95,17,1,0,0.01406717300415039,0.0704030990600586,0,EIG-0,0.11088489661072003,
-1010.6211592700696,-2.4984650620505096,-18.42738985850503,95,18,1,0,0.011207818984985352,0.08430314064025879,0,EIG-0,0.17927501549068348,
-1002.385217147458,-2.290312464563758,-18.48235747635194,95,16,1,0,0.0110321044921875,0.09801912307739258,0,EIG-0,0.21877593694192826,
-996.4234756400423,-1.9861068177273413,-17.808860872392245,95,18,1,0,0.016369104385375977,0.11707282066345215,0,EIG-0,0.24736942138987117,
-991.8162807430324,-2.1089291390401685,-16.774364297171335,95,17,1,0,0.014075040817260742,0.13385486602783203,0,EIG-0,0.2694662794090306,
-989.0156246668005,-2.122472390276904,-15.895492012276067,95,18,1,0,0.015964031219482422,0.1525261402130127,0,EIG-0,0.282898682652305,
-987.1488991160122,-2.0451564644436155,-15.815821425086048,95,17,1,0,0.00749516487121582,0.16270685195922852,0,EIG-0,0.29185180279994105,
-985.4447907708546,-1.8747856779476255,-15.357038920099672,95,16,1,0,0.014309883117675781,0.17970514297485352,0,EIG-0,0.3000249843114613,
